0,testmap,10,10,Vitality.wav,150,5,5,350
5,0;5,0;5,0;5,0;5,0;5,0;5,0;5,0;5,0;5,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
5,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;5,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
5,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;5,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
5,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;5,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
5,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;5,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
5,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;5,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
5,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;5,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
5,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;5,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
5,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;5,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
5,0;5,0;5,0;5,0;5,0;5,0;5,0;5,0;5,0;5,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,1;3,0;3,0;3,0;3,0;3,0
